HAYA_ID|GESTOR|USUARIO
7230895|GADM|dgomez
7230896|GADM|dgomez
7230897|GADM|dgomez
7230898|GADM|dgomez
7230899|GADM|dgomez
7230900|GADM|dgomez
7230901|GADM|dgomez
7230902|GADM|dgomez
7230903|GADM|dgomez
7230904|GADM|dgomez
7261178|GADM|dgomez
7230905|GADM|dgomez
7261179|GADM|dgomez
7230906|GADM|dgomez
7230907|GADM|dgomez
7230908|GADM|dgomez
7230909|GADM|dgomez
7230910|GADM|dgomez
7230911|GADM|dgomez
7230912|GADM|dgomez
7230913|GADM|dgomez
7230914|GADM|dgomez
7230915|GADM|dgomez
7230916|GADM|dgomez
7230917|GADM|dgomez
7230918|GADM|dgomez
7230919|GADM|dgomez
7230920|GADM|dgomez
7230921|GADM|dgomez
7230922|GADM|dgomez
7230923|GADM|dgomez
7261292|GADM|dgomez
7261294|GADM|dgomez
7230924|GADM|dgomez
7230925|GADM|dgomez
7230926|GADM|dgomez
7230927|GADM|dgomez
7230928|GADM|dgomez
7230929|GADM|dgomez
7230930|GADM|dgomez
7230931|GADM|dgomez
7230932|GADM|dgomez
7261367|GADM|dgomez
7230933|GADM|dgomez
7230934|GADM|dgomez
7230935|GADM|dgomez
7261388|GADM|dgomez
7230936|GADM|dgomez
7230937|GADM|dgomez
7230938|GADM|dgomez
7230939|GADM|dgomez
7230940|GADM|dgomez
7230941|GADM|dgomez
7261434|GADM|dgomez
7261447|GADM|dgomez
7230942|GADM|dgomez
7230943|GADM|dgomez
7230944|GADM|dgomez
7230945|GADM|dgomez
7230946|GADM|dgomez
7230947|GADM|dgomez
7230948|GADM|dgomez
7230949|GADM|dgomez
7230950|GADM|dgomez
7230951|GADM|dgomez
7230952|GADM|dgomez
7230953|GADM|dgomez
7230954|GADM|dgomez
7230955|GADM|dgomez
7230956|GADM|dgomez
7230957|GADM|dgomez
7230958|GADM|dgomez
7230959|GADM|dgomez
7230960|GADM|dgomez
7230961|GADM|dgomez
7230962|GADM|dgomez
7262039|GADM|dgomez
7230963|GADM|dgomez
7230964|GADM|dgomez
7230965|GADM|dgomez
7230966|GADM|dgomez
7230967|GADM|dgomez
7262103|GADM|dgomez
7230968|GADM|dgomez
7230969|GADM|dgomez
7230970|GADM|dgomez
7230971|GADM|dgomez
7262442|GADM|dgomez
7230972|GADM|dgomez
7230973|GADM|dgomez
7230974|GADM|dgomez
7230975|GADM|dgomez
7230976|GADM|dgomez
7230977|GADM|dgomez
7230978|GADM|dgomez
7230979|GADM|dgomez
7230980|GADM|dgomez
7230981|GADM|dgomez
7230982|GADM|dgomez
7230983|GADM|dgomez
7230984|GADM|dgomez
